Timestamp,DC_Link_Voltage,vehicle_speed,Torque_Measured,MotorTemperature,Odometer,cabin_temperature,outdoor_temperature,slope,DC_Link_Current
2025-06-17 12:42:07,49.63125,21.88235294117647,-6.5225,80.77,328.0,16.06428499949965,4.6524387070949675,0.4383068147703392,-19.06
2025-06-17 12:35:27,48.140625,44.121212121212125,17.026875,73.63,325.5,16.06428499949965,4.6524387070949675,0.4383068147703392,195.34
2025-06-17 14:44:05,48.6875,14.0,7.0,34.0,892.7,15.51,2.59,0.0,26.0
2025-06-17 12:46:04,49.5,16.0,21.0,24.0,875.9000000000001,12.7,5.16,0.0,79.0
2025-06-17 14:30:24,49.10875,15.352941176470589,15.0,90.06,332.1,16.06428499949965,4.6524387070949675,0.4383068147703392,58.2
2025-06-17 14:11:22,48.5625,26.5,14.0,10.0,870.5,15.66,6.7,2.0,88.0
2025-06-17 15:22:58,49.5,14.5,2.0,28.0,879.6,10.68,5.03,-2.0,8.0
2025-06-17 14:02:52,48.5,19.5,9.0,29.0,860.5,14.8,7.79,-8.0,45.0
2025-06-17 15:49:44,49.124375,15.735294117647058,14.009375,82.08,329.8,16.06428499949965,4.6524387070949675,0.4383068147703392,60.16
2025-06-17 13:48:09,49.655,11.558823529411764,-4.62,86.26,333.0,16.06428499949965,4.6524387070949675,0.4383068147703392,-7.22
2025-06-17 12:33:01,47.9325,38.30303030303031,21.708125,70.0,324.4363636363637,16.06428499949965,4.6524387070949675,0.4383068147703392,211.32
2025-06-17 14:49:19,48.0625,15.5,22.0,33.0,893.9000000000001,15.59,2.8,7.0,92.0
2025-06-17 13:36:21,48.3125,25.0,8.0,24.0,858.2,15.42,9.18,6.0,50.0
2025-06-17 14:56:37,48.94625,17.0,6.0,60.0,413.2000000000001,16.06428499949965,4.6524387070949675,0.4383068147703392,26.02
2025-06-17 12:53:53,48.1575,30.53030303030303,16.4,70.24,416.6,16.06428499949965,4.6524387070949675,0.4383068147703392,117.5
2025-06-17 14:15:53,49.25,25.5,6.0,15.0,872.6,13.28,5.73,0.0,36.0
2025-06-17 12:34:17,48.3975,36.72058823529412,18.93,72.08,325.0,16.06428499949965,4.6524387070949675,0.4383068147703392,168.82
2025-06-17 15:35:18,49.4375,12.0,-8.0,34.0,899.3000000000001,24.56,3.55,-12.0,-14.0
2025-06-17 13:45:15,48.375,28.5,2.0,24.0,857.3000000000001,13.16,8.83,0.0,14.0
2025-06-17 15:29:27,50.0625,20.0,-15.0,45.0,903.5,23.34,3.57,-6.0,-48.0
2025-06-17 14:46:22,49.5,13.0,-6.0,33.0,893.3000000000001,15.68,3.07,-2.0,-12.0
2025-06-17 15:10:42,49.0625,8.0,19.0,28.0,880.9000000000001,10.48,4.82,6.0,48.0
2025-06-17 13:48:12,49.20875,10.514705882352942,18.41,86.2,333.0,16.06428499949965,4.6524387070949675,0.4383068147703392,57.08
2025-06-17 14:15:46,49.25,25.0,6.0,15.0,872.6,13.28,5.77,2.0,36.0
2025-06-17 15:40:56,47.87,27.848484848484848,27.44,53.9,410.2000000000001,16.06428499949965,4.6524387070949675,0.4383068147703392,186.76
2025-06-17 13:43:33,47.8125,13.0,25.0,21.0,856.8000000000001,12.35,9.05,9.0,89.0
2025-06-17 15:21:03,48.875,13.5,16.0,28.0,879.2,10.71,5.16,6.0,57.0
2025-06-17 14:30:58,49.42625,16.818181818181817,5.37,89.52,332.3,16.06428499949965,4.6524387070949675,0.4383068147703392,23.2
2025-06-17 14:01:30,46.9375,32.5,16.0,28.0,859.9000000000001,15.5,7.96,4.0,125.0
2025-06-17 13:18:26,49.3125,15.5,2.75,51.0,907.5,25.1,4.09,2.0,11.0
2025-06-17 12:28:30,47.25,34.0,15.0,2.0,882.7,13.33,7.7,6.0,121.0
2025-06-17 13:09:36,49.0,15.0,8.0,48.0,905.6,23.51,3.57,-2.0,34.0
2025-06-17 14:16:58,49.0,16.5,12.0,16.0,873.0,13.59,5.56,6.0,51.0
2025-06-17 12:59:31,49.1875,16.5,6.0,19.0,873.6,13.25,5.43,2.0,25.0
2025-06-17 12:09:22,47.25,14.0,36.0,11.0,885.4000000000001,12.35,1.85,9.0,145.0
2025-06-17 13:28:51,49.31125,4.5606060606060606,-0.92,73.08,418.9,16.06428499949965,4.6524387070949675,0.4383068147703392,0.0
2025-06-17 13:07:04,49.25,16.5,6.0,23.0,875.3000000000001,11.85,5.12,0.0,25.0
2025-06-17 12:10:40,47.375,17.5,26.0,12.0,885.9000000000001,12.14,1.63,6.0,123.0
2025-06-17 12:27:49,48.5,27.5,5.0,9.0,882.5,13.4,8.0,0.0,32.0
2025-06-17 12:50:00,49.375,15.5,6.0,25.0,876.8000000000001,12.85,5.08,0.0,24.0
2025-06-17 14:25:09,50.1,16.59090909090909,-15.04,81.28,331.1,16.06428499949965,4.6524387070949675,0.4383068147703392,-35.22
2025-06-17 15:38:10,45.875,26.0,38.0,38.0,900.2,23.01,3.11,11.0,261.0
2025-06-17 14:04:52,49.0625,23.5,-15.0,29.0,861.3000000000001,14.59,7.61,4.0,-66.0
2025-06-17 12:40:07,50.39125,28.28787878787879,-19.0,79.0,327.3,16.06428499949965,4.6524387070949675,0.4383068147703392,-88.91089108910892
2025-06-17 15:24:45,49.667929292929294,11.485294117647058,-10.06,44.494949494949495,408.6,16.06428499949965,4.6524387070949675,0.4383068147703392,-16.47
2025-06-17 14:00:01,48.875,14.0,-11.0,30.0,861.3000000000001,13.67,7.61,-4.0,-26.0
2025-06-17 14:04:42,47.9375,24.0,11.0,29.0,861.3000000000001,14.59,7.61,2.0,65.0
2025-06-17 13:06:53,49.1875,16.5,8.0,22.0,875.2,12.04,5.12,4.0,33.0
2025-06-17 15:48:01,50.10875,33.26470588235294,-12.66,78.68,329.3,16.06428499949965,4.6524387070949675,0.4383068147703392,-72.26
2025-06-17 12:58:21,49.0625,13.5,14.0,19.0,873.4000000000001,12.29,5.43,4.0,50.0
2025-06-17 12:48:30,49.4375,15.0,6.0,24.0,876.4000000000001,12.81,5.12,0.0,24.0
2025-06-17 15:03:19,47.88625,31.22058823529412,29.7125,62.76,323.5,16.06428499949965,4.6524387070949675,0.4383068147703392,226.58
2025-06-17 14:42:04,48.375,14.5,12.0,32.0,892.3000000000001,14.68,2.24,2.0,46.0
2025-06-17 15:17:18,49.8125,18.0,-12.0,25.0,878.4000000000001,10.7,5.33,2.0,-36.0
2025-06-17 13:15:36,49.125,15.5,3.0,54.0,906.9,24.66,4.01,-4.0,13.0
2025-06-17 15:58:01,49.125,19.5,14.0,44.0,901.2,25.43,3.65,-2.0,70.0
2025-06-17 13:21:42,47.0625,14.5,37.0,54.0,908.2,23.92,3.87,11.0,155.0
2025-06-17 12:48:48,49.375,18.5,5.0,25.0,876.5,12.34,5.12,0.0,23.0
2025-06-17 14:03:26,49.0625,9.0,-4.0,29.0,860.7,14.71,7.75,-16.0,-5.0
2025-06-17 12:51:41,49.25,16.5,5.0,26.0,877.1,12.28,5.08,2.0,21.0
2025-06-17 12:03:00,49.175625,42.51470588235294,-2.68,66.0,415.55882352941177,16.06428499949965,4.6524387070949675,0.4383068147703392,-19.97
2025-06-17 14:23:48,49.85875,16.242424242424242,-5.64,84.02,330.8,16.06428499949965,4.6524387070949675,0.4383068147703392,-14.58
2025-06-17 13:12:39,47.5625,14.5,29.0,51.0,906.2,22.59,3.48,9.0,116.0
2025-06-17 12:36:58,48.099375,41.40909090909091,16.94,76.04,326.20000000000005,16.06428499949965,4.6524387070949675,0.4383068147703392,178.11
2025-06-17 13:29:49,49.42125,11.37878787878788,-6.7,73.68,419.1,16.06428499949965,4.6524387070949675,0.4383068147703392,-10.56
2025-06-17 12:32:35,46.9375,32.5,15.0,9.0,884.2,13.21,3.86,4.0,117.0
2025-06-17 12:17:37,48.9375,12.0,12.0,24.0,889.4,13.59,1.89,4.0,40.0
2025-06-17 13:16:01,49.625,18.0,-12.0,54.0,907.0,25.16,4.05,-2.0,-36.0
2025-06-17 15:13:25,50.0625,18.5,-14.0,30.0,881.5,10.5,4.78,-8.0,-43.0
2025-06-17 13:08:48,49.625,11.5,-7.0,49.0,905.4,23.56,3.57,-8.0,-18.0
2025-06-17 12:23:19,49.4375,14.5,-5.0,19.0,887.1,13.29,1.68,-14.0,-11.0
2025-06-17 14:42:55,48.25,15.0,17.0,33.0,892.5,15.66,2.33,6.0,68.0
2025-06-17 13:49:54,50.10125,16.191176470588236,-14.32,85.06,333.40000000000003,16.06428499949965,4.6524387070949675,0.4383068147703392,-33.32
2025-06-17 14:51:29,49.22875,13.720588235294118,1.44,60.1,412.1,16.06428499949965,4.6524387070949675,0.4383068147703392,9.66
2025-06-17 13:39:45,48.375,24.5,5.0,27.0,859.4000000000001,14.5,8.26,0.0,30.0
2025-06-17 14:33:33,48.375,13.5,12.0,29.0,890.6,13.21,1.76,4.0,44.0
2025-06-17 14:12:17,49.0,23.5,9.0,12.0,871.4000000000001,13.8,6.35,0.0,51.0
2025-06-17 14:05:25,46.375,30.5,27.0,31.0,861.5,14.65,7.61,11.0,207.0
2025-06-17 14:33:00,48.25,16.0,13.0,29.0,890.4000000000001,13.68,1.68,6.0,52.0
2025-06-17 15:11:54,49.5625,15.0,-11.0,30.0,881.2,10.57,4.82,2.0,-27.0
2025-06-17 12:20:10,47.6875,23.5,15.0,27.0,890.1,13.35,1.63,6.0,88.0
2025-06-17 12:56:15,48.885,20.58823529411765,6.0,71.51,417.4,16.06428499949965,4.6524387070949675,0.4383068147703392,31.14
2025-06-17 15:32:47,47.625,23.0,14.0,53.0,904.5,22.84,3.31,4.0,81.0
2025-06-17 12:37:18,50.0275,27.303030303030305,-16.361875,76.38,326.40000000000003,16.06428499949965,4.6524387070949675,0.4383068147703392,-71.38
2025-06-17 13:40:11,48.875,23.5,-2.0,27.0,859.5,15.59,8.13,-6.0,-7.0
2025-06-17 14:58:41,49.05445544554456,10.924242424242424,6.02,63.03960396039604,413.7000000000001,16.06428499949965,4.6524387070949675,0.4383068147703392,18.68
2025-06-17 12:49:08,49.4375,16.5,6.0,25.0,876.6,12.28,5.12,0.0,25.0
2025-06-17 15:11:52,48.875,15.5,13.0,30.0,881.2,10.41,4.82,4.0,53.0
2025-06-17 14:16:43,49.0,19.5,12.0,16.0,872.9000000000001,13.64,5.6,2.0,58.0
2025-06-17 14:21:20,48.125,35.5,5.0,33.0,863.0,13.57,7.79,2.0,42.0
2025-06-17 13:45:32,48.5,26.0,4.0,24.0,857.4000000000001,13.21,8.79,-2.0,25.0
2025-06-17 12:59:05,49.125,15.5,11.0,19.0,873.5,13.33,5.43,4.0,43.0
2025-06-17 14:36:50,49.4375,11.0,-2.0,29.0,891.2,13.51,2.42,-2.0,-3.0
2025-06-17 14:15:36,49.3125,25.0,6.0,15.0,872.5,13.57,5.82,0.0,35.0
2025-06-17 15:36:57,48.25,35.0,6.0,36.0,899.9000000000001,23.97,3.32,0.0,50.0
2025-06-17 13:53:45,49.72875,14.833333333333334,-7.22,83.38,334.20000000000005,16.06428499949965,4.6524387070949675,0.4383068147703392,-14.76
2025-06-17 13:20:10,49.3125,16.0,-7.0,51.0,907.9,23.85,3.95,0.0,-11.0
2025-06-17 12:23:54,49.6875,24.5,-6.0,19.0,887.3000000000001,13.32,1.68,-4.0,-26.0
2025-06-17 16:03:59,49.0,26.0,2.0,49.0,903.1,24.86,3.52,-2.0,13.0
2025-06-17 12:01:32,49.59625,39.66666666666666,-8.94,64.62,414.8,16.06428499949965,4.6524387070949675,0.4383068147703392,-67.14
2025-06-17 15:05:36,49.5,12.0,6.0,27.0,879.9000000000001,10.64,4.9,2.0,20.0
2025-06-17 14:06:46,48.875,24.5,11.0,5.0,869.0,16.86,8.52,2.0,62.0
2025-06-17 13:09:53,48.75,16.0,10.0,49.0,905.7,22.82,3.52,2.0,42.0
2025-06-17 14:59:11,49.431875,13.0,-9.2,63.0,413.8,16.06428499949965,4.6524387070949675,0.4383068147703392,-17.35
2025-06-17 14:11:54,49.4375,11.0,6.0,12.0,871.3000000000001,13.17,6.4,-2.0,21.0
2025-06-17 15:45:42,49.0925,23.40909090909091,3.02125,61.0,412.0,16.06428499949965,4.6524387070949675,0.4383068147703392,19.94
2025-06-17 13:39:10,48.0625,23.5,7.0,27.0,859.2,15.57,8.52,0.0,41.0
2025-06-17 12:53:04,48.61875,23.5,9.34,69.0,416.3,16.06428499949965,4.6524387070949675,0.4383068147703392,53.12
2025-06-17 13:59:17,47.875,35.5,7.0,29.0,861.0,13.71,7.7,2.0,60.0
2025-06-17 15:51:12,49.235625,27.24242424242424,4.42,88.9,330.3,16.06428499949965,4.6524387070949675,0.4383068147703392,29.11
2025-06-17 13:58:54,48.0,35.5,6.0,30.0,860.8000000000001,14.7,7.75,-2.0,51.0
2025-06-17 15:01:24,48.42875,29.48529411764705,29.03,55.48,322.70000000000005,16.06428499949965,4.6524387070949675,0.4383068147703392,192.24
2025-06-17 15:54:55,48.375,22.0,-1.0,29.0,898.2,23.43,4.13,9.0,-1.0
2025-06-17 14:32:39,49.125,13.0,9.0,28.0,890.4000000000001,13.43,1.68,6.0,32.0
2025-06-17 15:25:04,50.02020202020202,26.803030303030305,-18.5,45.08080808080808,408.7000000000001,16.06428499949965,4.6524387070949675,0.4383068147703392,-84.49
2025-06-17 14:41:30,48.1875,15.5,15.0,32.0,892.2,14.5,2.24,4.0,62.0
2025-06-17 12:18:04,48.8125,25.0,5.0,24.0,889.5,13.17,1.85,2.0,30.0
2025-06-17 13:03:41,49.4375,15.0,6.0,20.0,874.5,12.29,5.25,0.0,23.0
2025-06-17 12:46:17,49.875,17.0,-13.0,23.0,876.0,12.42,5.16,0.0,-36.0
2025-06-17 13:30:38,48.81628787878788,13.955882352941176,15.0,73.16161616161617,419.3,16.06428499949965,4.6524387070949675,0.4383068147703392,55.15151515151515
2025-06-17 12:07:08,47.6875,13.0,23.0,16.0,885.4000000000001,13.33,2.12,-2.0,85.0
2025-06-17 15:58:00,49.125,19.5,14.0,44.0,901.2,25.43,3.65,0.0,70.0
2025-06-17 13:59:55,47.3125,23.0,21.0,30.0,861.3000000000001,13.81,7.61,9.0,126.0
2025-06-17 13:37:23,48.25,15.5,14.0,24.0,858.6,15.71,9.24,-2.0,58.0
2025-06-17 14:38:47,48.8125,16.5,8.0,28.0,891.6,13.65,2.37,2.0,34.0
2025-06-17 15:17:24,49.5625,14.0,5.0,25.0,878.4000000000001,10.64,5.33,0.0,18.0
2025-06-17 15:45:10,48.77884615384615,24.38888888888889,9.0,61.0,411.8,16.06428499949965,4.6524387070949675,0.4383068147703392,54.69230769230769
2025-06-17 12:44:58,49.5,17.5,-6.0,24.0,875.7,11.87,5.16,2.0,-20.0
2025-06-17 15:15:40,49.6875,15.5,-5.0,25.0,878.1,11.82,5.38,-2.0,-12.0
2025-06-17 14:15:13,49.3125,25.0,5.0,15.0,872.4000000000001,13.5,5.9,-2.0,29.0
2025-06-17 12:06:48,49.125,6.0,-1.0,12.0,885.3000000000001,13.35,2.2,-8.0,85.0
2025-06-17 14:10:24,49.1875,24.0,7.0,8.0,870.2,15.7,7.01,-2.0,40.0
2025-06-17 15:37:50,47.0,17.0,40.0,36.0,900.1,23.41,3.15,9.0,193.0
2025-06-17 12:26:48,47.4375,23.5,19.0,22.0,888.2,13.51,1.5,4.0,113.0
2025-06-17 14:49:59,48.75,13.0,5.0,34.0,894.1,15.59,2.72,2.0,18.0
2025-06-17 14:17:05,49.0625,21.0,6.0,16.0,873.0,13.57,5.56,6.0,29.0
2025-06-17 15:55:38,44.9375,30.0,31.3125,34.0,898.4000000000001,23.48,3.83,13.0,245.0
2025-06-17 14:45:37,49.625,15.5,-7.0,33.0,893.1,16.34,2.98,-8.0,-17.0
2025-06-17 13:31:33,49.1675,11.712121212121213,0.61,73.08,419.5,16.06428499949965,4.6524387070949675,0.4383068147703392,3.36
2025-06-17 13:17:23,49.125,16.5,5.0,52.0,907.3,25.99,4.14,-2.0,22.0
2025-06-17 14:30:04,49.11125,14.0,16.25,90.4,332.1,16.06428499949965,4.6524387070949675,0.4383068147703392,60.22
2025-06-17 14:50:54,48.1875,16.0,15.0,36.0,894.3000000000001,15.69,2.67,4.0,63.0
2025-06-17 15:40:01,48.375,38.0,3.0,45.0,900.9,24.75,3.15,0.0,27.0
2025-06-17 12:15:49,47.6875,21.0,21.0,23.0,888.9,13.51,1.89,7.0,114.0
2025-06-17 14:55:20,49.1275,13.37878787878788,8.0,58.22,413.0,16.06428499949965,4.6524387070949675,0.4383068147703392,28.76
2025-06-17 12:51:56,49.1875,17.0,7.0,26.0,877.2,12.16,5.08,2.0,29.0
2025-06-17 12:47:45,50.0625,15.5,-11.0,24.0,876.3000000000001,12.83,5.12,-10.0,-26.0
2025-06-17 14:26:56,48.8575,15.735294117647058,30.3175,81.18,331.40000000000003,16.06428499949965,4.6524387070949675,0.4383068147703392,124.34
2025-06-17 14:26:01,49.49875,14.712121212121213,8.0,82.02,331.20000000000005,16.06428499949965,4.6524387070949675,0.4383068147703392,30.96
2025-06-17 15:02:59,47.9075,33.0,29.210625,60.8,323.40000000000003,16.06428499949965,4.6524387070949675,0.4383068147703392,240.79
2025-06-17 14:47:31,48.8125,18.0,10.0,33.0,893.5,15.86,3.03,4.0,46.0
2025-06-17 15:07:44,49.8125,14.5,-4.0,27.0,880.3000000000001,10.35,4.82,-4.0,-9.0
2025-06-17 14:11:04,48.9375,24.5,9.0,9.0,870.4000000000001,15.81,6.82,2.0,52.0
2025-06-17 15:29:02,48.875,24.5,6.0,45.0,903.4,23.41,3.61,-4.0,36.0
2025-06-17 15:37:14,49.25,30.0,-4.0,36.0,900.0,23.56,3.24,-4.0,-21.0
2025-06-17 14:05:30,47.8125,31.0,7.0,31.0,861.5,13.58,7.61,0.0,52.0
2025-06-17 12:28:11,47.0,28.0,21.0,1.0,882.6,13.4,7.88,4.0,145.0
2025-06-17 15:59:30,50.0625,22.5,-15.0,42.0,901.6,23.92,3.57,-6.0,-60.0
2025-06-17 15:48:06,49.44375,26.19696969696969,5.25,78.86,329.3,16.06428499949965,4.6524387070949675,0.4383068147703392,33.28
2025-06-17 12:23:41,49.25,8.5,-2.0,19.0,887.2,13.59,1.68,-6.0,-2.0
2025-06-17 13:39:41,48.5625,24.0,2.0,27.0,859.4000000000001,15.49,8.3,-4.0,12.0
2025-06-17 14:21:25,48.1875,34.0,5.0,34.0,863.0,14.56,7.79,0.0,41.0
2025-06-17 12:13:39,49.0625,13.0,9.0,25.0,888.9,13.64,1.63,-2.0,33.0
2025-06-17 13:13:31,48.1875,12.0,16.0,55.0,906.4,23.08,3.61,0.0,57.0
2025-06-17 15:20:25,48.5,14.5,29.0,26.0,879.0,10.5,5.2,6.0,117.0
2025-06-17 15:26:21,48.22875,10.924242424242424,43.34,49.0,409.3,16.06428499949965,4.6524387070949675,0.4383068147703392,149.1
2025-06-17 13:46:19,49.593125,1.7575757575757576,24.26,84.52,332.6,16.06428499949965,4.6524387070949675,0.4383068147703392,30.35
2025-06-17 15:59:01,49.875,20.5,-15.0,42.0,901.5,24.41,3.61,-6.0,-49.0
2025-06-17 15:02:48,50.1025,24.363636363636363,-17.88,59.86,323.3,16.06428499949965,4.6524387070949675,0.4383068147703392,-66.98
2025-06-17 14:57:58,48.77625,17.308823529411764,11.0,63.0,413.5,16.06428499949965,4.6524387070949675,0.4383068147703392,48.93
2025-06-17 13:40:32,48.8125,23.5,-6.0,18.0,855.7,11.85,9.62,2.0,-22.0
2025-06-17 14:41:08,48.4375,12.5,13.0,31.0,892.1,13.71,2.2,2.0,45.0
2025-06-17 12:06:49,49.125,3.5,-1.0,12.0,885.3000000000001,13.35,2.2,-6.0,85.0
2025-06-17 12:21:25,47.5625,24.5,15.0,18.0,886.5,12.34,1.46,6.0,90.0
2025-06-17 13:16:44,49.125,13.5,3.0,53.0,907.1,26.14,4.09,-2.0,12.0
2025-06-17 12:55:55,49.060625,12.712121212121213,5.28,71.61,417.3,16.06428499949965,4.6524387070949675,0.4383068147703392,19.04
2025-06-17 14:32:09,49.86625,15.924242424242424,-5.0,86.88,332.5,16.06428499949965,4.6524387070949675,0.4383068147703392,-12.0
2025-06-17 15:53:13,49.625,23.0,-12.0,26.0,897.6,24.48,5.24,0.0,-49.0
2025-06-17 12:18:11,48.6875,24.0,7.0,24.0,889.6,13.25,1.8,0.0,42.0
2025-06-17 14:39:37,49.0,14.5,7.0,28.0,891.8000000000001,13.48,2.29,2.0,28.0
2025-06-17 12:01:13,49.74875,27.939393939393938,-17.44,64.02,414.7000000000001,16.06428499949965,4.6524387070949675,0.4383068147703392,-85.2
2025-06-17 14:21:22,48.125,35.0,5.0,34.0,863.0,14.56,7.79,2.0,41.0
2025-06-17 13:43:31,47.75,11.0,26.0,20.0,856.8000000000001,13.25,9.05,7.0,87.0
2025-06-17 15:49:42,49.94375,20.5,-18.86,82.0,329.8,16.06428499949965,4.6524387070949675,0.4383068147703392,-57.43
2025-06-17 13:47:07,49.2425,14.0,13.06,85.04,332.8,16.06428499949965,4.6524387070949675,0.4383068147703392,48.64
2025-06-17 14:40:19,47.75,13.0,28.0,29.0,892.0,13.48,2.24,9.0,106.0
2025-06-17 12:04:51,47.125,30.5,15.0,11.0,884.6,13.64,2.98,4.0,109.0
2025-06-17 15:05:29,49.625,2.5,12.0,27.0,879.9000000000001,10.66,4.9,2.0,16.0
2025-06-17 13:08:20,49.25,16.0,-12.0,49.0,905.3,24.35,3.57,-2.0,1.0
2025-06-17 15:06:01,49.75,15.5,-4.0,27.0,880.0,10.68,4.86,-2.0,-10.0
2025-06-17 14:58:30,49.440625,16.227272727272727,-14.55875,63.07,413.7000000000001,16.06428499949965,4.6524387070949675,0.4383068147703392,-36.82
2025-06-17 12:34:49,50.06875,19.681818181818183,-17.24,72.32,325.26060606060605,16.06428499949965,4.6524387070949675,0.4383068147703392,-45.72
2025-06-17 14:00:33,45.8125,33.0,24.0,30.0,861.5,14.65,7.61,11.0,198.0
2025-06-17 12:30:01,49.3125,26.0,-3.0,4.0,883.2,13.4,6.48,-2.0,-14.0
2025-06-17 15:43:56,48.275625,21.060606060606062,19.24,59.4,411.5,16.06428499949965,4.6524387070949675,0.4383068147703392,101.29
2025-06-17 15:12:47,49.1875,14.5,8.0,30.0,881.4000000000001,11.82,4.78,0.0,30.0
2025-06-17 12:26:16,48.3125,11.5,16.0,20.0,888.0,13.35,1.5,2.0,50.0
2025-06-17 12:18:30,48.5,25.0,7.0,24.0,889.7,13.35,1.76,2.0,43.0
2025-06-17 12:05:18,48.9375,24.5,-3.0,12.0,884.8000000000001,13.43,2.76,-8.0,-13.0
2025-06-17 13:19:46,48.9375,17.0,6.0,51.0,907.8,23.86,4.01,0.0,27.0
2025-06-17 13:01:57,49.75,13.0,-7.0,20.0,874.2,12.34,5.33,-4.0,-14.0
2025-06-17 15:41:18,49.8475,33.55882352941177,-12.53,54.04,410.4,16.06428499949965,4.6524387070949675,0.4383068147703392,-75.12
2025-06-17 13:38:51,47.9375,23.5,9.0,27.0,859.1,15.43,8.66,0.0,53.0
2025-06-17 12:30:25,46.5,27.5,27.0,4.0,883.4000000000001,13.43,6.08,7.0,184.0
2025-06-17 12:52:26,49.3125,14.5,3.0,26.0,877.3000000000001,12.24,5.08,-4.0,12.0
2025-06-17 13:21:01,47.625,13.5,29.0,52.0,908.1,23.5,3.87,9.0,111.0
2025-06-17 13:59:06,48.125,33.0,7.0,29.0,860.9000000000001,14.5,7.75,0.0,55.0
2025-06-17 12:02:24,48.04924242424242,35.3235294117647,16.0,66.02020202020202,415.2000000000001,16.06428499949965,4.6524387070949675,0.4383068147703392,141.44
2025-06-17 14:26:36,49.830625,15.348484848484848,-6.04,81.28,331.40000000000003,16.06428499949965,4.6524387070949675,0.4383068147703392,-12.51
2025-06-17 13:16:45,49.125,14.0,4.0,53.0,907.1,26.14,4.09,-2.0,15.0
